0,1,2
lecgan,v, to put or place
leger,n, the state or action of lying
legerstow,n, cemetery
legerteam,n, sexual intercourse
leht,adj, light
lemian,v, to lame
lencten,n, spring [season]
lenctenadl,n, typhus
lenctenlic,adj, vernal
lenden,n, loin
lengest,adj, superlative of lang: longest
lengra,adj, comparative of lang
lengþu,n, length
leo,n, lion
leod,n, man
leoda,n, a man
leodan,v, to grow
leodcyning,n, king
leode,n, men
leoden,n, a language
leodgebyrga,n, the protector of the people
leodgeþincþu,n, rank among a people
leodhryre,n, the fall of a people
leodmearc,n, the territory of a people
leodmægen,n, the might of a people
leodriht,n, public law
leodræden,n, a population or people
leodscipe,n, a people
leodstefn,n, a race
leodweard,n, the guard or government of a people or country
leodwerod,n, a host of a people
leodwita,n, a wise man in a people
leodwynn,n, joy from being among one's own people
leof,adj, dear
leoflic,adj, lovely
leofwende,adj, amiable
leogan,v, to lie (tell an untruth)
leogere,n, a liar
leoht,adj, light (of little weight)
leohtberend,n, Lucifer
leohtbrædnes,n, illumination
leohtbære,adj, luminous
leohtfæt,n, lamp
leohtlic,adj, light (of little weight)
leohtsawend,n, a sower of light
leoma,n, radiance
leon,v, to lend
leoran,v, to pass away
leornian,v, to learn
leorningcild,n, student
leornungcniht,n, a youth engaged in study
leow,n, leg (shank or thigh)
leoþ,n, poem
leoþcræft,n, the art of poetry
leoþcræftig,adj, skilled in poetry
leoþere,n, poet
leoþgiddung,n, poem
leoþian,v, to sing or sound
leoþlic,adj, poetic
leoþorun,n, advice sent through poetry
leoþwise,n, a poetical manner
leoþwyrhta,n, a poet
lesan,v, to gather
lettan,v, to hinder
leþer,n, leather
libban,v, to live
lic,n, dead body
liccian,v, to lick
licettan,v, to pretend
licettere,n, hypocrite
licettung,n, hypocrisy
licgan,v, to lie
lichama,n, the body (generally of a living person)
lichamlic,adj, physical
lician,v, (impersonal
licnes,n, likeness
lictun,n, an enclosure in which to bury people
licþeote,n, pore
liefan,vt, to give leave
lieg,n, flame
liegberende,adj, flame-bearing
liegbryne,n, burning of fire or flame
liegbære,adj, flame-bearing
liegcwalu,n, torment
liegdraca,n, firedrake
liegegesa,n, fear of fire
liegfyr,n, flaming fire
lieglocc,adj, having flaming locks
liegloccod,adj, having flaming locks
liegnan,v, to deny
liegræsc,n, lightning
liegræscettung,n, lightning
liegspiwol,adj, flame-spewing
liegþracu,n, violent thrust of flame
liehtan,v, to light
liesan,v, to set free
lif,n, life
lifer,n, liver [interior organ]
liffrea,n, lord of life
liffrean,n, plural of līffrēa
lifgedal,n, separation from life
lifleas,adj, lifeless
liflic,adj, life
lig,n, fire
ligen,adj, flaming
liget,n, lightning
ligetu,n, lightning
ligyþ,n, a wave of flame
liht,adj, light
lim,n, limb
limpan,v, to happen
lind,n, lime
linden,adj, made of lime-wood
lindhæbbend,n, shield-bearer
line,n, line
linen,adj, made of flax
linnan,v, to stop
lippa,n, lip
lira,n, fleshy part of the body without fat or bone
lireht,adj, brawny
list,n, art
lixan,v, to shine
liþ,n, limb
liþa,n, designating the months of June and July
liþan,v, to go
liþe,adj, gentle
loc,n, lock
loca,n, locked enclosure
locc,n, lock (of hair)
loccian,v, to allure or entice
locian,v, to look
loddere,n, poor person
lodrung,n, nonsense
lof,n, praise
lofdæd,n, praiseworthy deed
lofian,v, to praise
log,n, a place
loga,n, liar
logian,v, to lodge
loppe,n, spider (perhaps also flea)
loppestre,n, lobster
los,n, loss
losian,vi, to be lost
lox,n, lynx
loþa,n, an upper garment
lucan,v, to lock
lufestice,n, lovage
lufestre,n, [female] lover
lufian,v, to love
lufiend,n, lover
luflic,adj, worthy of love
lufsum,adj, loving
luftacen,n, token of love
lufu,n, love
lungen,n, lung
lungor,adj, quick to act
lus,n, louse
lust,n, desire
lustbære,adj, desirous
lutan,v, to lout
lybb,n, drug
lybesn,n, charm
lyft,n, air
lyften,adj, air
lyge,n, lie
lygen,n, lie
lysu,n, an evil deed
lyswen,adj, full of pus
lyt,n, little
lytel,adj, small
læcan,v, to move quickly
læccan,v, to seize
læce,n, doctor
læceboc,n, book on medicine or of recipes
læcedom,n, medicine
læcehus,n, hospital
lædan,v, to lead
læden,n, the Latin language
lædere,n, one who leads
læfan,v, to leave
læfel,n, cup
læn,n, loan
lænan,v, to lend
læppa,n, skirt of a garment
læran,v, to teach
læs,n, pasture
læssa,adj, comparative of lȳtel: smaller
læst,adj, superlative of lȳtel: smallest
læstan,v, to follow
læste,n, last (a shoemaker's tool)
læswe,n, nominative plural 
læt,adj, slow
lætan,v, to let
lætsum,adj, slow
læwa,n, traitor
læwed,n, layman
ma,adj, more [often + genitive]
macian,v, to make
maga,adj, capable
magan,v, can
magian,v, to prevail
magu,n, son
maguþegn,n, servant
mal,n, mole (spot on the skin)
malscrung,n, bewitching
mamera,n, lethargy
mamor,n, lethargy
mamorian,v, to deliberate
mamrian,v, to think out
man,n, crime
manaþ,n, false oath
mancynn,n, humanity
mand,n, basket
mandæde,adj, doing-evil
manegum,adj, strong no and masculine dative singular 
manfordædla,n, wicked destroyer
manian,v, to bring to mind what should be done or what should not be forgotten
manig,adj, many
manigfeald,adj, manifold
manigfealdian,v, to multiply
manigfealdlic,adj, manifold
manigfealdnes,n, complexity
mann,n, person
mannbære,adj, productive of men
mannleas,adj, without men
manscipe,n, humanity
manscyldig,adj, guilty of a crime
manslaga,n, murderer
manswerian,v, to swear falsely
manu,n, mane
mapulder,n, maple
mara,adj, more
marc,n, mark (as currency etc.)
mare,n, mare (evil spirit thought to torment people in their sleep)
marmstan,n, marble
masc,n, net
mase,n, titmouse
mawan,v, to mow
maþa,n, worm
maþelian,v, to speak
maþum,n, precious or valuable thing
mealm,n, sand
mealmiht,adj, sandy
mealt,n, malt
mealwe,n, mallow
mearc,n, mark
mearcian,v, to mark
mearcung,n, a marking
mearg,n, marrow
mearh,n, horse
mearþ,n, marten
meatte,n, mat
mece,n, a kind of sword
mecefisc,n, mullet
mecgan,v, to mix
med,n, reward
medeme,adj, average
medemian,v, to mete out
medren,adj, maternal
medu,n, mead
medusetl,n, mead-seat
medwis,adj, not wise
meldian,v, to declare
meltan,v, to consume by fire
melu,n, flour
mene,n, necklace
mengan,v, to mix
menigu,n, crowd
menn,n, plural of mann
mennisc,adj, human
mennisclic,adj, humane
mennisclicnes,n, humanity (humaneness
menniscnes,n," humanity (meaning ""the state of being human"""
menniscu,n, humanity
meolc,n, milk
meolcan,v, to milk
meos,n, moss
meowle,n, a maid
mere,n, sea
merece,n, march
meredeaþ,n, death at sea
meredeor,n, sea beast
merefisc,n, sea-fish
meregrot,n, a pearl
mereliþend,n, sailor
mereswin,n, a dolphin or porpoise
merian,vt, to purify
mersc,n, a marsh
merscig,adj, marshy
merscmealwe,n, marshmallow
mesan,v, to eat
met,n, synonym of ġemet
metan,v, measure
mete,n, food
meteleas,adj, without food
metere,n, painter
metesacca,n, a kind of measure
meteseax,n, knife
metesocn,n, craving or desire for food
meteswamm,n, an edible mushroom
metetid,n, mealtime
meteþearfende,adj, wanting or needing food
meteþegn,n, a food-officer
metgian,v, to moderate
meting,n, painting
metod,n, maker
meþe,adj, tired
micel,adj, big
micelian,v, to become great
micellic,adj, great
micelnes,n, size
micelu,n, size
midd,adj, mid
middangeard,n, the Earth
midde,n," the middle (used only in the phrase ""on middan"")"
middelfinger,n, middle finger
middæg,n, midday
midniht,n, midnight
midwist,n, presence
midþolian,v, to sympathize
miere,n, mare
migan,v, to urinate
migoþa,n, urine
miht,n, power
mihte,n, dative and accusative singular 
mihtig,adj, powerful
mihtleas,adj, mightless
mihtlic,adj, possible
mil,n, mile
milde,adj, mild
mildheortlic,adj, compassionate
mildheortnes,n, mercy
milte,n, spleen
milts,n, mercy
miltsian,v, to have mercy on
mimor,adj, mindful
mimorian,v, to remember
min,adj, small
mindom,n, smallness
minlic,adj, petty
minsian,v, to diminish
mioluc,n, milk
mircels,n, token
misbeodan,v, to do wrong to
misbyrd,n, abortion
miscennung,n, a wrong declaration
miscian,v, to mix
miscweþan,v, to speak amiss or wrongly
miscyrran,v, to pervert
misdon,v, to offend
misdæd,n, a misdeed
misfon,v, to fail to take
mishieran,v, to disobey
mishweorfan,v, to pervert
mislar,n, bad teaching or doctrine
mislibban,v, to lead a bad life
mislician,v, to displease
mislædan,v, to mislead
misrædan,v, to counsel amiss
miss,n, loss
missan,v, to miss (+ genitive)
missere,n, half-year
misspowan,v, to succeed badly
missprecan,v, to murmur
mistel,n, mistletoe
mistæcan,v, to teach wrongly
miswritan,v, to write incorrectly
miþan,v, to hide
mod,n, mind
modcræft,n, mental power
modcræftig,adj, possessing mental power
modgehygd,n, thought
modig,adj, brave
modiglic,adj, brave-looking
modor,n, mother
modorleas,adj, motherless
modorlic,adj, motherly
modrige,n, mother's sister
modsefa,n, heart
modstaþol,n, the mind's foundation
modstaþolnes,n, firm-mindedness
modþracu,n, courage
molde,n, earth
mona,n, moon
monandæg,n, Monday
monanniht,n, Sunday night
monaþ,n, month
monaþblod,n, menstruum
monaþlic,adj, monthly
monelic,adj, lunar
mor,n, moor
moras,n, plural of mōr
moraþ,n, a sweet boiled wine spiced with herbs
morbeam,n, mulberry tree
morberige,n, mulberry
more,n, carrot
morgen,n, morning
morgengiefu,n, morning gift
moru,n, carrot
morþ,n, death
morþbealo,n, murder
morþor,n, murder
morþorscyldig,adj, guilty of murder
mos,n, moss
mot,n, meeting
motan,v, can
motern,n, courthouse
motian,v, to address one's self
motung,n, conversation
moþþe,n, moth
muga,n, stack (of hay
mul,n, mule
mund,n, hand
mundbyrd,n, protection
mundgripe,n, grasp
mundian,v, to protect
munt,n, a hill
munuc,n, monk
murnan,v, to care for
mus,n, mouse
muscelle,n, mussel
musfealle,n, mousetrap
mushafoc,n, mouse hawk
muþ,n, mouth
muþa,n, the mouth of a river
muþleas,adj, without a mouth
mycg,n, a small fly
mycgnett,n, mosquito net
mylen,n, mill [building
mylenhweol,n, millwheel
myltestre,n, a whore
myndgian,v, to bear in mind
myndleas,adj, senseless
myne,n, memory
mynecenu,n, a female monk
mynegian,v, to remind [+gen of thing]
mynelic,adj, desirable
mynet,n, coin
mynetere,n, minter
mynetian,v, to mint
mynetsmiþþe,n, mint (place where money is produced)
myntan,v, to mean
myrge,adj, pleasant
myrgþ,n, mirth
myrþra,n, homicide
mæcg,n, a man
mæd,n, meadow
mæg,n, a kinsman or male relative
mægden,n, girl
mægdencild,n, a girl
mægdenhad,n, maidenhood
mægdenlic,adj, girlish
mægen,n, strength
mægencræft,n, strength
mægenwudu,n, mighty spear
mæger,adj, meager
mægester,n, master
mæghæmed,n, incest
mægðe,n, dative singular 
mægþ,n, girl
mægþblæd,n, the vulva
mægþe,n, mayweed
mægþhad,n, virginity
mæl,n, a measure
mælan,v, to speak
mænan,v, to mean
mænde,v, third-person and first-person singular past indicative 
mæne,adj, common
mære,n, boundary
mærstan,n, merestone
mærþu,n, glory
mæscre,n, mesh
mæseren,adj, maple
mæsling,n, a kind of brass
mæsse,n, mass (mostly in Roman Catholic churches)
mæssedæg,n, a festival
mæst,n, mast (of ship)
mæstan,v, to fatten (animals etc.)
mæste,adj, weak nominative no and feminine singular 
mætan,v, to dream (impersonal) (+dative or accusative of person)
mæw,n, gull
mæþel,n, assembly
mæþelern,n, house of meeting or consultation
mæþlan,v, to speak
nabban,v, to not have
naca,n, boat
nacian,v, to strip
nacod,adj, naked
nacodnes,n, nakedness
nafogar,n, auger
nafola,n, navel
nafu,n, nave (of wheel)
nagan,v, to not possess
nama,n, name
namboc,n, book in which names are written
nasturcium,n, various plants with a spicy flavor in the family Brassicaceae
nasu,n, nose
neah,adj, near
neahbuend,n, a neighbour
neahgebur,n, neighbour
neahstow,n, neighborhood
nealæcan,v, to approach
nearo,adj, narrow
nearu,adj, narrow
nearunes,n, a strait
neat,n, cow
nebb,n, neb
nefa,n, a nephew
nefene,n, niece
neh,adj, near
nehst,adj, superlative of nēh: next
nemnan,v, to name
nemniendlic,adj, naming
nemning,n, name
neo,n, a corpse
neod,n, desire
neodful,adj, earnest
neodian,v, to be necessary
neodlaþu,n, an urgent summons
neohwæl,n, narwhal
neorxnawang,n, Paradise
neosian,v, to seek
neotan,v, to use
neowellic,adj, profound
neowol,adj, prone (lying face down)
neowolnes,n, abyss
neoþeweard,adj, the bottom (of something)
nepflod,n, a very low tide
nerian,v, to save
nesan,v, to not be
nest,n, nest
net,n, net
neþan,v, to dare
nicor,n, water demon
nied,n, constraint
niedhæs,n, command through compulsion
niedwracu,n, great suffering
niehst,adj, superlative of nēah: nearest
niehsta,n, next of kin
nieten,n, animal
nift,n, niece
nigonfeald,adj, ninefold
nihstig,adj, not partaking
niht,n, night
nihtbealo,n, nocturnal evil
nihtegale,n, nightingale
nihtgenga,n, an evil being active at night
nihtgenge,n, hyena
nihthræfn,n, nightbird
nihtlic,adj, nightly
nihtscada,n, nightshade (plant belonging to the genus Solanum)
nihtsum,adj, abundant
nihtsumian,v, to be enough or sufficient
nihtsumnes,n, abundance
nillan,v, to not want
niman,v, to take
nipan,v, to grow dark
nis,v, contraction of ne is
niwe,adj, new
niwnes,n, newness
niþ,n, envy
niþera,adj, lower
niþerlic,adj, low
niþernes,n, lowness
niþfull,adj, full of jealousy or envy
niþgeteon,n, an attack
niþgrimm,adj, hostile
non,n, Nones
norþ,adj, north
norþerne,adj, northern
nose,n, dative and accusative singular 
nostle,n, a narrow band or ribbon worn around the head
nosu,n, nose
nosþyrel,n, a nostril
not,n, a sign
notian,v, to make use of
notu,n, use
nowend,n, shipmaster
noþ,n, daring
nunne,n, nun
nyllan,v, negation of willan: to not want
nytan,v, to not know
nyten,adj, ignorant
nytennes,n, ignorance (+genitive of something)
nytlic,adj, useful
nytlicnes,n, usefulness
nytnes,n, use
nytt,n, use
nyttian,v, to make use of
nyttol,adj, useful
nyttung,n, profit
nytwierþe,adj, useful
nytwierþnes,n, usefulness
nædl,n, needle
nædre,n, snake
næft,n, poverty
nægl,n, the nail of a finger or toe
næglan,v, to nail
nænig,adj, not any
næster,n, a lipped vessel
ofer,n, border
oferbidan,v, to outlive
oferbrecan,v, to infringe
oferbru,n, eyebrow
oferbugan,v, to avoid
ofercierran,v, to pass from one place to another
oferclimban,v, to climb over
ofercuman,v, to overcome or overtake
ofercyrr,n, a passing over
oferdon,v, to overdo
oferdrifan,v, to overcome
oferfaran,v, to go off
oferfeallan,v, to fall upon
oferflitan,v, to overcome
oferflowan,vit, to overflow
oferfylgan,v, to pursue
oferfyllan,v, to fill to overflowing
oferfæreld,n, passage
ofergan,v, to overspread
ofergang,n, a going across
ofergangan,v, to go over
ofergesawan,v, to sow seed over other sown seed
oferhabban,v, to command
oferhealdan,v, to hold over
oferhebban,v, to pass by
oferhieran,v, to not listen to
oferhleapan,v, to jump over (+accusative)
oferhleoþor,adj, unhearing
oferhleoþrian,v, to outsound
oferhycgan,v, to despise
oferlecgan,v, to lay over
oferlibban,v, to outlive
oferlædan,v, to oppress
oferlæfan,v, to leave over
ofermod,n, overconfidence
oferridan,v, to ride across (on horseback)
oferrædan,v, to read over
ofersawan,v, to sow seed over other sown seed
ofersceadan,v, to sprinkle over with something
ofersceadwian,v, to overshadow
ofersendan,v, to transmit
oferseon,v, to observe
ofersettan,v, to set over
ofersittan,v, to sit upon
ofersprecan,v, to say too much
ofersprædan,v, to overspread
oferstandan,v, to stand or be above
ofersteppan,v, to overstep
oferstigendlic,adj, superlative
oferswiþan,v, to overpower
oferswiþness,n, oppression
oferteon,v, to draw one thing over another
ofertogennes,n, the condition of being covered
oferwadan,vt, to cross over (something) by wading
oferweorpan,v, to turn over
oferwinnan,v, to overcome
oferwintran,v, to winter
oferwrecan,v, to overwhelm
oferwyrcan,v, to cover by working
oferyþ,n, an excessive wave such as from a stormy sea
ofett,n, fruit
offestre,n, foster mother
offrian,v, to offer
ofgan,v, to require
ofgangende,adj, derivative
ofgangendlic,adj, synonym of ofgangende
ofgiefan,v, to give up
ofhabban,vt, to keep from
ofhealdan,v, to withhold
oflecgan,v, to lay down
ofn,n, oven
ofost,n, speed
ofsacan,v, to deny a charge
ofsceadan,v, to divide off
ofslean,v, to kill
ofstandan,v, to stop in place
ofteon,v, to take away
ofweorpan,v, to knock down and kill with a projectile
ofþefian,v, to be exceedingly heated
oht,n, hostile pursuit
olfend,n, camel
onbidan,v, to wait
onbindan,v, to unbind
onbugan,v, to bend
oncierran,v, to turn
oncnyssan,v, to strike down
oncweþan,v, to respond
ondon,v, to undo
ondrædan,v, to be scared (+accusative or genitive of something) (often with a dative reflexive pronoun)
oneardian,v, to dwell (+ preposition on
oneardiend,n, an inhabitant
onerian,v, to plough up
onettan,v, to move quickly
onfindan,v, to find out
onfon,v, to receive
onfæreld,n, entrance
ongeancyrring,n, a return
ongeanhweorfan,v, to turn or be against
ongefeoht,n, attack
ongietan,v, to seize
onginnan,v, to begin
onhatan,v, to promise
onhierdan,v, to strengthen
onhreran,v, to move
onhweorfan,vt, to change
onhycgan,v, to consider
onirnan,v, to spring open
onlec,n, onlook
onliesan,v, to unloose bonds
onlucan,v, to unlock
onlædan,v, to lead on or to
onmearcung,n, an inscription
onsang,n, incantation
onsendan,v, to send forth
onsittan,v, to oppress
onstealde,v, third-person and first-person preterite singular 
onstellan,v, to establish
onsundrian,v, to separate
onteon,v, to withdraw
ontynan,v, to open
onwacan,v, to awake
onwadan,vt, to wade into
onwegacyrrednes,n, turning away from
onwegfæreld,n, departure
onwendan,v, to change
onweorpan,v, to throw or turn aside
onwrecan,v, to avenge
onwreon,vt, to uncover
onwæcnan,v, to awake
onælan,vt, to set fire to
onþracian,v, to cause fear
open,adj, open
openears,n, medlar (fruit)
openian,v, to open
openlic,adj, public
openung,n, manifestation
or,n, origin
ora,n, ore
orblede,adj, lacking blood
orc,n, cup
ord,n, point (especially of a weapon)
ordal,n, judgement
ordfruma,n, origin
ore,n, A mine
oretmæcg,n, hero
orgol,n, pride
orleahter,n, a divider
orlege,n, war
orleghwil,n, a time of war
orlæg,n, fate
ormæte,adj, huge
oroþ,n, breath
orsawle,adj, soulless
orsorg,adj, Free from care or anxiety
orsorgleas,adj, without security
orsorgnes,n, freedom from care or anxiety
ortgeard,n, orchard
ortreowe,adj, without confidence
orþanc,adj, cunning
orþian,v, to breathe
os,n, god
osle,n, (European) blackbird
ost,n, knot in a tree
ostre,n, oyster
otor,n, otter
oxa,n, ox
oxan,n, nominative plural 
oþcwelan,vi, to die
oþcyrran,v, to turn away
oþer,adj, other
oþgripan,v, to snatch away
oþsceotan,v, to escape
oþstandan,v, to stop in one's course
oþteon,v, to take away
oþþeodan,v, to disjoin
oþþingian,v, to obtain by unfair means
paddoc,n, toad
pal,n, stake
palent,n, palace
palentlic,adj, palatial
panne,n, pan
papa,n, pope
papol-stan,n, pebble
papol-stanas,n, plural of papol-stān
paradis,n, paradise
passion,n, passion of Christ
pawa,n, peacock
pearroc,n, a fence used to enclose a space
penning,n, penny
peorð,n, the name of the fourteenth rune of the Elder Futhark runic alphabet
persoc,n, peach
persoctreow,n, peach tree
peru,n, pear
petersilige,n, parsley
philosoph,n, philosopher
pic,n, pitch
picgbread,n, glans
pinca,n, peak
pinere,n, tormentor
pinian,v, to torment
pinn,n, pin
pinne,n, bottle
pinness,n, torment
pinsian,v, to weigh
pintel,n, penis
pintreow,n, pine tree
pintreowen,adj, pine tree
pinung,n, torment
pinungtol,n, instrument of torture
pipdream,n, the sound of a pipe [musical instrument]
pipor,n, pepper (spice or plant)
piporian,v, to pepper
pirige,n, the pear tree
pis,adj, heavy
plante,n, plant
plantian,v, to plant
plantsticca,n, gardening tool
plega,n, exercise
plegian,v, to play
plegol,adj, given to playfulness
pleoh,n, danger
pleon,v, to endanger
pliht,n, danger
plihtan,v, to endanger
plog,n, the measure of land that can be ploughed in one day
plume,n, plum
plumtreow,n, plum tree
plæce,n, place
plætt,n, a slap
plættan,vt, to buffet
pocca,n, poke
pol,n, pool
popig,n, poppy
port,n, a port
portcwene,n, prostitute
portgerefa,n, a portreeve: an office equivalent to a mayor in several major English towns or [dialect] in various minor boroughs of Wales and Southwest England
post,n, post
potian,v, to thrust
predicere,n, preacher
predician,v, to preach
predicung,n, preaching
preost,n, priest
preowthwil,n, the time it takes to shut then open one's eyes
prica,n, prick
prician,v, to prick
prim,n, Prime
primsang,n, Prime
princ,n, the twinkling of an eye
profian,v, to esteem
prud,adj, proud
pryte,n, pride
prætt,n, trick
psealm,n, psalm
puca,n, goblin
pucel,n, a goblin
pullian,v, to pull
pund,n, pound (weight or currency)
punian,v, to pound
purpuren,adj, purple
purs,n, purse
pusa,n, purse
pyll,n, tidal pool
pytt,n, pit
pæca,n, a deceiver
pæcan,v, to deceive
pæcung,n, synonym of bepǣċung
pægel,n, gill
pæþ,n, path
raca,n, rake
racentan,n, nominative plural 
racente,n, chain
racenteag,n, chain
racenteagian,v, to chain
racian,v, to rule
racu,n, exposition
rad,n, journey
ragu,n, lichen
ramm,n, ram (animal)
ranc,adj, proud
rand,n, edge
rap,n, rope
raredumle,n, bittern
rarian,v, to roar
rasian,v, to explore
read,adj, red
readnes,n, redness
reaf,n, plunder
reafere,n, reaver
reafian,v, to rob
ream,n, cream
rec,n, smoke
recan,v, to care
reccan,v, to stretch out
reced,n, hall
recede,v, third-person and first-person singular preterite 
receleas,adj, reckless
recen,adj, ready
recenian,v, to arrange
refsan,v, to reprove
regn,n, rain
regnboga,n, rainbow
regndropa,n, raindrop
regnian,v, to prepare
regnwyrm,n, earthworm
regol,n, a rule
regolsticca,n, a ruler
renscur,n, a shower of rain
reoc,adj, fierce
reocan,v, to smoke
reod,adj, red
reodan,v, to redden
reodmuþa,n, pheasant
reohhe,n, ray [fish]
reoht,n, right
reord,n, voice
reordberend,n," ""voice-bearer"""
reordian,v, to speak
reotan,v, to make a noise
rest,n, rest
restan,v, to rest
restendæg,n, a day of rest
restleas,adj, restless
reþe,adj, fierce
reþig,adj, fierce
ribb,n, rib
rice,n, kingdom
ricedom,n, kingly rule
ricen,n, a female ruler
ricsian,v, to rule
ricsiend,n, a ruler
ricu,n, plural of rīċe
rida,n, rider
ridan,v, to ride
ridda,n, someone who rides on a horse: rider
rift,n, a veil
rignan,v, to rain
riht,adj, straight
rihtnes,n, rightness
rihtwis,adj, just
rihtwisnes,n, justice
rim,n, a number
rima,n, edge
riman,v, to count
rimcræft,n, arithmetic
rimere,n, one who computes
rinc,n, man
rind,n, bark (of a tree)
rinde,n, rind
rinnan,v, to run
ripan,v, to reap
ripaþ,v, 123 plural present indicative 
ripe,adj, ripe
risan,v, to rise
risaþ,v, 123 plural present indicative 
riþ,n, a stream or rivulet
rocc,n, an upper garment
roccian,v, to rock
rocettan,v, to belch
rod,n, cross (method of execution)
rodfæstnian,v, to crucify
rodor,n, sky
rodorlic,adj, firmament
rodorstol,n, heavenly throne
rodweorþiend,n, a worshipper of the cross
rof,adj, vigorous
rogian,v, to flourish
rose,n, rose
rosen,adj, rose
rotian,v, to rot
rowan,v, to row (with oars etc.)
roþhund,n, mastiff
roþor,n, oar
rudduc,n, ruddock
rudian,v, to be ruddy
rudig,adj, ruddy
ruh,adj, rough
ruhha,n, ray [fish]
rum,adj, spacious
run,n, mystery
ryge,n, rye
ryman,v, to make room
ryne,n, course
rynel,n, runner
rysel,n, fat
ryþþa,n, mastiff
ræcan,v, to reach
ræd,n, advice
rædan,v, to read
rædbora,n, counselor
ræde,adj, ready
rædels,n, counsel
ræden,n, condition
rædere,n, one who reads
rædfæst,adj, resolute
ræfan,v, to involve
ræpan,v, to bind with rope
ræpling,n, one bound
ræran,v, to raise
ræs,n, run
ræscettan,v, to crackle as a fire
ræscettung,n, sparkling
ræswa,n, counsellor
ræswan,v, to think
ræswung,n, reasoning
rætt,n, rat
sacan,v, to fight
sacaþ,v, 123 plural present indicative 
sacleas,adj, free from charge or accusation
sacu,n, dispute
sadol,n, saddle
sadolian,v, to saddle
saga,n, saw (tool)
sagian,v, to say
sagu,n, statement
sal,n, rope
salnes,n, silence
salor,n, a residence
salu,adj, dusky
samcwic,adj, half-alive
samnian,v, to collect
samnung,n, an assembly or council
samodeard,n, common country or dwelling-place
samodswegend,n, a consonant
samodwist,n, being together
samodwunung,n, living together
samodwyrcende,adj, working together
samræden,n, wedlock
samwist,n, living together
sanct,n, saint
sand,n, action of sending
sandceosol,n, sand
sandig,adj, sandy
sang,n, song
sangboc,n, songbook
sangcræft,n, the art of singing
sangere,n, singer
sangestre,n, singer (female)
sape,n, soap
sar,adj, sore
sarig,adj, sorry
sarnes,n, pain
sawan,v, to sow (seed
sawelberend,n, a soul-bearer
sawelcund,adj, spiritual
sawelgedal,n, the parting between body and soul
sawelhus,n, the body
sawelleas,adj, soulless
sawelsceatt,n, a church-imposed burial fee
sawelþearf,n, a need of the soul
sawend,n, a sower
sawere,n, a sower
sawlian,v, to give up the ghost
sawlung,n, the giving up the ghost
sawol,n, soul
sawolcund,adj, spiritual
scacan,vi, to pass or depart
scafan,v, to shave
scamian,v, to be ashamed or embarrassed (+genitive of cause) (often impersonal with dative or accusative subject)
scamleas,adj, shameless
scamlic,adj, shamefast
scamol,n, stool
scamu,n, shame
scanca,n, leg
scand,n, shame
scandhus,n, house of ill-repute
scandlic,adj, disgraceful
sceabb,n, scab
sceacga,n, rough hair
sceada,n, a parting of the hair
sceadan,vt, to separate
sceadian,v, to cast a shadow
sceadu,n, shadow
sceadwian,vt, to overshadow
sceaf,n, sheaf
sceafa,n, shave (tool)
sceaft,n, shaft (of an arrow or spear)
sceaga,n, copse
scealc,n, servant
sceamfæst,adj, shamefast
sceamfæstness,n, modesty
sceap,n, sheep
sceaphierde,n, shepherd
scear,n, scissors
sceard,adj, notched
scearp,adj, sharp
scearpnes,n, sharpness
scearseax,n, razor
scearu,n, a cutting
sceat,n, corner
sceatt,n, treasure
sceawere,n, mirror
sceawian,v, to look at
sceawung,n, a looking at
sceaðian,v, to injure
sceaþ,n, sheath
sceaþa,n, one who injures
sceaþian,v, to injure
scelfan,v, to shake
scencan,v, to pour out
scendan,v, to put to shame
sceo,n, cloud
sceoh,adj, shy
sceolh,adj, squinting
sceoliege,adj, cross-eyed
sceomfull,adj, modest
sceon,v, to fall to a person's lot
sceot,n, shot
sceotan,vt, to shoot
sceotend,n, shooter
sceþþan,v, to injure
scid,n, a thin piece of wood
scield,n, shield
scieldan,v, to shield
sciell,n, shell
sciene,adj, beautiful
scienost,adj, superlative of sċīene
scienra,adj, comparative of sċīene
scieppan,v, to create
scieppian,v, to take shape
scieran,v, to cut
sciete,n, sheet
sciftan,v, to divide
scima,n, shine
scinan,v, to shine
scinban,n, shinbone
scinu,n, shin
scip,n, ship
scipe,n, rank
scipere,n, sailor
scipfæreld,n, voyage
scipgefeoht,n, naval battle or war
sciphere,n, attack fleet
sciphlaford,n, a shipmaster
scipian,v, to put into order
scipu,n, plural of scip
scipwyrhta,n, shipbuilder
scir,n, office (status of an official)
scirgerefa,n, sheriff
scitan,v, to defecate
scite,n, shit
scofl,n, shovel
scogan,vt, to give someone shoes
scoh,n, shoe
scohwyrhta,n, shoemaker
scol,n, school
scolere,n, a scholar
scolu,n, a troop or band of people
scop,n, poet
scoplic,adj, poetic
scorian,v, to refuse
scort,adj, short
scortian,v, to shorten
scot,n, shot
scotfreo,adj, exempt from imposts
scread,n, a piece cut off
screadian,v, to prune
screncan,v, to trip up
screon,v, to cry out
scrifan,v, to decree
scrincan,v, to shrink
scriþan,v, to move
scrud,n, garment
scrutnian,v, to examine carefully
scrutnung,n, an examination
scrydan,v, to clothe
scræf,n, cave
scua,n, shadow
scucca,n, an evil spirit
scufan,v, to push
sculan,v, should
sculdra,n, shoulder
scunian,v, to shun
scur,n, shower
scyld,n, guilt
scyldig,adj, guilty
scyldigian,vi, to commit a fault
