0,1,2
staþolfæst,adj," steadfast, stable, firm"
staþolfæstlic,adj," steadfast, firm"
staþolfæstnes,n," steadfastness, stability"
staþolfæstnian,v, synonym of ġestaþolfæstnian
staþolfæstnung,n, foundation
staþolian,v, to establish; to found
staþoliend,n, founder
staþolnes,n," firmament, foundation"
staþolung,n," founding, foundation, settling"
staþolæht,n," estate, landed possession"
stealc,adj, lofty
stealcung,n, the act of going stealthily
steall,n," a position, especially one that is standing; position of affairs, state, condition, standing"
steam,n, steam (water vapor)
steap,adj, steep
stearc,adj," severe, stern, harsh"
stearcmod,adj," stubborn, obstinate"
steartlian,v, to kick or struggle
stede,n, place
stedefæst,adj, firmly fixed; rooted to one spot; secure
stedefæstnes,n," steadfastness, consistency"
stefn,n, voice
stelan,v, to steal
stellan,v," to set, to place"
stemn,n, stem
stempan,v, to stamp or stomp
stenc,n, smell
steopcild,n, stepchild
steopdohtor,n, stepdaughter
steopfæder,n, stepfather
steopmodor,n, stepmother
steopsunu,n, stepson
steor,n, young bull
steore,n," direction, discipline"
steorend,n," director; ruler, leader, governor"
steorfa,n," pestilence, mortality"
steorfan,v, to die
steorleas,adj," without restrain; unruly, ungovernable, fierce"
steorn,n, forehead
steorra,n, star
steort,n, tail
steorwiglere,n, astronomer
steppan,v, to step
sticca,n, stick
stice,n, stitch
stician,vt," to pierce, to stab, to prick, to stick"
stiele,n, steel
stielen,adj, made of steel
stieman,v," to give off, emit (a scent, odour)"
stiepel,n, tower
stieran,v, to steer
stif,adj," Stiff, firm, hard "
stig,n, path (especially steep or narrow)
stigan,v, to go
stigel,n, stile
stillan,vi," become calm, abate, subside"
stille,adj, still
stilnes,n," stillness, silence, quiet, absence of speech, noise, or movement"
stincan,v, to smell (give off a scent)
sting,n," sting, stinging (of an animal)"
stingan,v, to stab
stirc,n, stirk
stoc,n," house, dwelling; place"
stocc,n," stock, stump; log; stake, post"
stod,n, an enclosure for breeding horses
stofn,n, stem
stol,n," chair, seat"
stoppian,v, to stop
stor,n, frankincense
storc,n, stork
storm,n, storm
stow,n, a place
stowlic,adj, local
stracian,v, to stroke
strand,n, beach
strang,adj, strong
stream,n, flowing water; current
streaw,n, straw
streawberige,n, strawberry
streawian,v, to strew
streccan,v," to stretch, hold out, extend"
stregdan,v," to strew, spread, scatter, sprinkle"
streng,n, string
strengest,adj, superlative of strang
strengra,adj, comparative of strang
strengþu,n, physical strength; power to do; force; vigour; fortitude; efficacy
strican,v," to pass lightly over, stroke, smooth, rub"
stridan,v," to stride, straddle, mount"
striend,n, generation; race; kin; stock; tribe
strod,n, marshy land (overgrown with brushwood)
strudan,v," to pillage, bereave; rob, plunder; defraud"
struta,n, ostrich
stryndan,v, to waste
stræc,adj," strict, severe, firm, rigorous, stern, hard"
stræl,n, an arrow
stræt,n," road, street"
studu,n, prop
stulor,adj," furtive, secretive, clandestine, acting with stealth, stealthy"
stund,n," time, while"
stunda,n, plural of stund
stunde,n, plural of stund
stunian,vi, to make a loud sound; crash
stunt,adj," stupid, foolish"
stupian,v," to stoop, bend over"
stybb,n, stump of a tree; stub
stycce,n, piece
styntan,v," to blunt, to dull"
styrede,v, past tense of styrian
styria,n, sturgeon
styrung,n," movement, motion"
stæf,n, staff
stæfcræft,n, grammar
stæfgefeg,n, a combination of letters
stæfleahter,n, grammatical error
stæflic,adj, literal
stæfrof,n, alphabet
stæfwis,adj," learned, lettered"
stæfwritere,n," writer, author, writer of letters"
stæg,n, a stay (rope); a rope supporting a mast
stægel,adj, steep
stæger,n," stair, step; staircase"
stæl,n, place
stælan,v," to establish, found, institute"
stælhran,n, decoy reindeer (used to catch wild reindeer)
stælwierþe,adj, able to stand in good stead; serviceable
stæna,n," a stean [stone or earthen vessel], jar, pot"
stænen,adj, made of stone
stæpe,n, step
stær,n, starling
su,n, sow (female pig)
sucan,v, to suck
successe,n," outcome, result"
sufel,n," anything eaten with bread, e.g. meat, vegetables, butter, cheese, etc"
sugan,v, to suck
sugu,n, sow (female pig)
sul,n, plough
sulh,n, plough (implement)
sumerhus,n, summerhouse
sumerlæcan,v, to draw near to summer
sumor,n, summer
sumorlic,adj, summer; summerly; summerlike
sunbryne,n, sunburn
sund,n, swimming
sundrian,v, to sunder
sundwudu,n, ship
sunlic,adj," solar, of the sun"
sunnandæg,n, Sunday
sunnanmorgen,n, Sunday morning
sunnanniht,n, Saturday night
sunnanæfen,n, Saturday evening
sunne,n, sun
sunnebeam,n, sunbeam
sunnfolgend,n, the heliotrope flower
sunsunu,n," a grandson, specifically the son of one's son"
sunu,n," son, male child"
sunwlitig,adj, beautiful with the sunshine
sur,adj, sour
sure,n, sorrel
surnes,n, sourness
susl,n, torment; anguish; agony
suþ,adj, south
suþerne,adj, southern
swamm,n," mushroom, fungus"
swan,n, swan
swapan,v, to sweep
swaru,n," an oath, vow"
swat,n, sweat
swatþyrel,n," pore, sweat pore"
swaþrian,v," to subside, become still, calm down"
swealwe,n, swallow (bird)
sweard,n," skin, rind "
swearm,n, swarm
sweart,adj," swarthy, black, dark; gloomy; evil, infamous"
sweartian,v, to blacken
sweartness,n, blackness
swebban,v," to send to sleep, lull"
swefan,v, to sleep
swefl,n," sulfur, brimstone"
sweflen,adj," sulfurous, brimstony"
swefn,n, dream
sweg,n," unregulated sound, noise"
swegan,v, to make a noise
swegelwuldor,n, the glory of heaven; heavenly glory
sweger,n, mother-in-law
swegl,n," the heavens, the sky"
swelgan,v, to swallow
swellan,v, to swell
sweltan,v, to die
swencan,v, to cause to labor; to cause trouble (to somebody)
sweofot,n, sleep; slumber
sweor,n, father-in-law
sweora,n, neck
sweorcan,v," to darken, be obscured"
sweord,n, a sword
sweorfan,v," to scour, polish, file, rub"
sweostor,n, sister
sweotol,adj," clear, intelligible; evident, distinct"
swerian,v," to swear (an oath), to promise"
swete,adj, sweet
swetnes,n, sweetness
sweþel,n, a swathe; wrap; band; bandage
swic,n," deception, illusion"
swica,n, deceiver
swican,v," to wander, to move about"
swicdom,n," deceit, fraud"
swicol,adj," deceitful, false, treacherous"
swifan,v," to move in a course, revolve"
swift,adj," swift, quick"
swiftnes,n," swiftness, fleetness, celerity"
swige,n," silence, absence of speech or noise"
swigian,v, to be silent
swimman,v, to swim
swin,n, pig
swinc,n," toil, work, effort, hardship, labor"
swincan,v," to toil, labour"
swindan,v," to waste away, languish, grow languid, be consumed"
swingan,v, to swing
swinhierde,n, swineherd
swinn,n, melody
swinsian,v, to sound melodiously; make melody; sing
swiþ,adj," strong, mighty"
swiþan,v," to strengthen, support"
swiþferhþ,adj," strong-hearted, brave, daring"
swiþlic,adj," immense, great, violent"
swiþness,n, strength
swiþra,adj, right (direction)
swogan,v," to resound, sound, rush, roar"
swogen,adj," senseless, overcome, rushed, swooned, giddy, faint"
swæcc,n," flavor, taste; smell, odour, fragrance"
swær,adj, heavy
swæs,adj," dear, beloved"
swæslæcan,v," to flatter, talk up; cajole, coax"
swætan,v, to sweat
swæþ,n," track, trace"
syferlic,adj," sober, moderate"
syferness,n," sobriety, moderation, temperance"
syferæte,adj," moderate in eating, abstemious"
syflige,n, dish eaten with bread
syfre,adj," sober, pure, temperate, circumspect"
syl,n," pillar, column; support"
synderlic,adj," special, private, separate; sunder, peculiar, that is done apart, not public, remote"
syndrian,v, to sunder; separate
synful,adj," sinful, guilty, wicked, corrupt"
syngian,v, to sin
synleas,adj," without sin, sinless"
synn,n, sin
synnig,adj, sinful; wicked
sæ,n," sea, ocean"
sæbat,n, ship
sæcc,n," battle, strife, fighting"
sæcyrr,n, a withdrawal of the sea
sæd,adj," full, sated"
sædeor,n, sea beast; aquatic animal
sæfæreld,n, sea passage
sægrund,n," the bottom of the sea, seabed"
sæl,n," room, great hall, (large) house, castle"
sælac,n, sea-gift
sælan,v," to bind (with rope), restrain"
sælig,adj," blessed, fortunate, prosperous, happy"
sæliþend,n," seafarer, sailor"
sælþ,n, happiness; joy; felicity
sæmest,adj," worst, most inferior, weakest"
sæmeþe,adj, sea-weary
sæmra,adj," worse, inferior, weaker"
sæp,n, sap (of plants etc.)
sæpig,adj," full of sap, succulent, sappy, juicy"
sæteresdæg,n, Saturday
sæterndæg,n, Saturday
sæternesdæg,n, Saturday; the seventh day of the week
sæweard,n, coast guard
sæwuda,n, plural of sæwudu
sæwudu,n, boat; ship
sæyþ,n, sea-wave
sæþeof,n, pirate
ta,n, toe
tacan,v, to take
tacn,n," token, credential"
tacnian,v," to mark, make a mark upon something"
tacnung,n," an indication, sign, signification"
tacor,n," husband's brother, brother-in-law"
talente,n," talent [money, weight]"
talian,v," to suppose, consider, reckon, account"
talu,n," account, reckoning"
tam,adj, tame
tan,n," twig, branch"
tannere,n, one who tans hides; tanner
tannian,v, to tan [hides]
tapor,n, taper
targa,n," a light shield, a targe"
tawian,v," to prepare, make ready"
teag,n," cord, band; thong; fetter"
tealtrian,v," to shake, stagger, be unsteady, be uncertain, vacillate"
team,n, childbirth
tear,n, tear (drop of liquid from the tear duct)
teld,n, tent
telg,n, dye
telga,n," a branch, bough"
tellan,v," to count, calculate"
temesian,v, to sift
temian,v, to tame
tempel,n, temple 
tendan,v, to kindle
teon,v," to drag, draw, pull"
teond,n, one who draws or pulls
teorian,v," to tire (intransitory), faint, fail, cease"
teors,n, penis
teran,v, to tear
termen,n," a term, fixed date, end"
teru,n," tar, resin"
ticcen,n, a young goat; kid
tid,n," time as a defined period or span, particularly:"
tide,n, plural of tīd
tidwritere,n," chronicler, annalist"
tiegan,vt, to tie
tieman,v, to give birth
tienfeald,adj, tenfold
tieran,v, (of eyes) to tear or water
tiergan,v," to worry, exasperate"
tife,n, a female dog; a bitch
tigele,n, tile
tiger,n, tiger
til,adj," good (morally good; competent; useful, etc.)"
tilian,v, to obtain
tima,n, a time
timber,n, timber
timbrian,v, to build
timbrung,n, building
timpana,n," a small drum, tabor, timbrel, tabret"
tin,n, tin
tinclian,v, to tickle
tind,n, a point or prong on a weapon or implement; a tine
tinen,adj," tin, tinnen"
tintregian,v," to torment, torture, afflict"
tir,n, fame; glory; honour
titt,n," tit, teat, breast"
tiwesdæg,n, Tuesday
toberstan,v, to burst asunder
tobrecan,v," to break asunder or into pieces, break apart, break in two, overthrow, ruin, crush, destroy"
tocnyssan,v," to crush to pieces, smash, shatter"
tocweþan,v, to forbid
tocyme,n," arrival, approach"
tocyrran,v, to turn in different directions; to part
todreosan,v, to fall to pieces
todrifan,v," to drive apart, scatter, dispel"
todælan,v," to divide, separate, distribute, disperse"
tofaran,v, to go in different directions
tofeallan,v," to fall to pieces; fall apart; fall asunder or into bits, fall away, fall down, collapse"
toferan,v," to go in different directions, go off separately"
toflowan,v," to flow in different directions, melt away"
togan,v," to go in different directions, part, separate; go asunder"
togang,n," access, approach"
togecorennes,n, adoption
togeiecendlic,adj," adjectival, adjective"
togeotan,v," to diffuse, spread"
togesceadan,v," to expound, interpret"
togian,v, to tow
togotennes,n," diffusion, spreading, effusion"
toh,adj, tough
toheawan,v, to hew or cut to pieces; hew asunder
tohladan,v," to disband, disperse"
tohopa,n, hope
tohreran,v, to shake apart
tohweorfan,v, to go in different directions
tohyht,n, hope
toiecan,v, to add to
toiecnes,n," increase, augmentation"
tol,n," tool, implement, instrument"
tolicgan,vi, to lie or run in different directions
toliesan,v, to release from a bond or bonds
toll,n," tax, toll, fare"
tolucan,v, to pull or wrench asunder; to dislocate
tolætan,v, to let go in different directions
tom,adj, empty
tomearcian,v, to distinguish
tomearcodnes,n, a description
tonama,n," a surname, cognomen"
tonemnan,v, to name separately
torfian,v," to throw, shoot missiles at, launch"
torht,adj, bright; shiny; radiant
torn,adj, bitter; painful; severe
torr,n, tower
tosamnian,v," to assemble, collect"
tosawan,v," to sow broadcast; to disperse, scatter"
tosceadan,vt, to divide into two; to separate one thing from another (+ on tū)
tosendan,v," to send in different directions, disperse, scatter"
toseþan,v, to prove
toslitan,v," to tear apart, rip up, lacerate"
tosmeagan,v, to examine in detail
tosundrian,v," to separate, distinguish"
toteon,v, to tear or pull to pieces
totwæman,v," to divide, stand between"
totwæmednes,n," division, disunion"
toweard,adj, future
toweardnes,n, the future
toweorpan,v," to throw in different directions, scatter, disperse"
toweorpendlic,adj, destructible
toworpennes,n," desolation, destruction"
towrecan,v, to drive in different directions
towritan,v, to describe
toætiecan,v, to increase
toætiecnes,n," increase, augmentation"
toþ,n, tooth
toþgar,n, toothpick
toþleas,adj, toothless
toþsticca,n, toothpick
traht,n," text, passage, exposition, treatise, commentary"
trahtian,v," to treat, comment on, expound, explain, consider, discuss"
trahtnian,v, synonym of trahtian
tramet,n, page (of a book)
tredan,v," to step on, trample"
treg,n, a wooden board with a low rim; tray
trega,n," pain, grief, vexation, hurt, ill"
trendel,n, ring; circle
treow,n," truth, fidelity"
treowe,adj, true
treowsian,v," to commit oneself, pledge oneself"
treowwyrhta,n, carpenter
trig,n," a wooden board with a low rim, tray"
triwen,adj, wooden
trog,n, trough
trucian,v," to fail, run out, fall short; disappoint; deceive"
trum,adj," strong, firm; stable, steadfast"
truwian,v," to trust, have faith in"
trymman,v, to strengthen
tucian,v," to disturb, mistreat, ill-treat; offend; afflict, harass, vex"
tudor,n," offspring, progeny"
tumbere,n," tumbler, dancer, player, gleeman"
tumbian,v, to tumble
tun,n," an enclosed piece of ground, an enclosure or garden"
tunas,n, plural of tūn
tunge,n, a tongue
tunggelælle,adj," talkative, verbose"
tunglen,adj, star; sidereal
tunglere,n, an astrologer
tungol,n," celestial body, heavenly body; planet"
tungolbære,adj, starry
tungolcræft,n," astronomy, astrology"
tunne,n," barrel, cask"
turf,n, turf
turnian,v, to turn on a lathe
turtle,n, turtle dove
tux,n, canine tooth
twegen,adj, two
twelffeald,adj, twelvefold
twentigfeald,adj, twentyfold
tweo,n, doubt
tweogan,v, to doubt
twiccian,v, to twitch
twidælan,v," to halve, bisect"
twiecge,adj, double-edged
twifeald,adj," twofold, double, twice as much, twice the amount, consisting of two items"
twifealdnes,n," doubleness, doubling; twofoldness"
twifere,adj," accessible by two ways, having two ways"
twiferlæcan,v, to dissociate
twifete,adj," bipedal, two-footed"
twihycgan,v, to think differently
twinn,adj, occurring as a pair; double; dual
twirædness,n, discord; dissension; disagreement
twiscyldig,adj, condemned to a double penalty
twisla,n," the fork of a river, road, etc"
twæman,v," to divide, separate, part"
twæming,n," division, separation, dissociation"
tydre,adj, easily broken; fragile; brittle
tyge,n," tug, pull"
tyht,n, that which is drawn
tyhtan,v," to draw, stretch"
tyhten,n," incitement, inducement, incentive"
tyhtend,n," inciter, instigator"
tyhtendlic,adj, able to urge or encourage
tyhtere,n," inciter, instigator"
tyhting,n," persuasion, exhortation, instigation"
tyhtnes,n, instigation
tynan,v," to enclose, fence in"
tyncen,n, a small barrel; cask
tynder,n, tinder
tysca,n, buzzard
tæcan,v," to show, point out"
tæcing,n, the pointing out of a course to be followed; direction; teaching
tægl,n, tail
tælmearc,n, date
tænel,n, a wicker basket
tæppa,n," tap, spigot "
tæppe,n, band; ribbon; tape
tæppere,n," one who sells wine, a tavern-keeper, tapper, barkeep"
tæppestre,n," a female tavern-keeper, tapster, barmaid"
tæppian,v, to tap
tæsan,v, to tease (fibres)
uder,n, udder
uferian,v," to elevate, make higher"
ufeweard,adj, upper (part of)
uhta,n," the last part of the night, before dawn"
uhtcaru,n, pre-dawn anxiety
ulan,n, plural of ūle
ule,n, owl
unasundrodlic,adj, inseparable
unbryce,adj," useless, profitless, unprofitable"
uncamprof,adj, unwarlike
unclæne,adj," unclean, dirty"
uncnyttan,v," to unknot, untie"
uncumliþe,adj, inhospitable
uncumliþnes,adj, inhospitality
uncuþ,adj, unknown
undeadlic,adj, immortal
undeadlicnes,n, immortality
undeop,adj, shallow
underberan,v, to support
underbugan,v, to submit
underburg,n, suburb
undercierran,v, to subvert
underfon,v," to receive, get"
undergan,v," to ruin, undermine"
undergangan,v," to undergo, bear, endure; thole"
underiendlic,adj," innoxious, innocent, harmless"
undern,n," terce, the third hour of the day (around 9 am)"
underniman,v, to steal
undernmæl,n, morning-time
undersecan,v, to investigate; underseek
undersmeagan,v, to search or examine beneath
understandan,v, to understand
underwritan,v," to write under, sign; underwrite, subscribe"
underþeodan,v," to subjugate, make subject (beneath or under) (+ under)"
undiere,adj, cheap
undruncen,adj, sober (not drunk)
undæd,n," a crime, misdeed"
uneaþe,adj," hard, difficult; not easy"
unefen,adj," unequal, unlike, dissimilar, diverse, irregular"
unfealdan,v," to unfold, unroll, open (a book)"
unforbugendlic,adj, inevitable
unforesceawod,adj," unforeseen, unconsidered"
unforht,adj," unafraid, fearless"
unfrod,adj, not old
unfrodnes,n, ignorance
unfulfremed,adj, imperfect
unfulfremednes,n, imperfection
unfæger,adj," not fair, not beautiful, foul, ugly, horrid"
ungeendiendlic,adj, indefinite
ungefæd,n, indiscretion
ungehiersum,adj, disobedient
ungehiersumnes,n, disobedience
ungelic,adj, different
ungelæred,adj," unlearned, ignorant, unskilled"
ungemæte,adj," immeasurable, immense, excessive, enormous"
ungenemnendlic,adj," unnameable, unknowable"
ungescead,adj, indiscreet
ungesewenlic,adj, invisible
ungeswenced,adj," unwearied, unceasing"
ungewemmed,adj," unspotted, immaculate, uncorrupted, uninjured"
ungewemmednes,n, purity
ungewintred,adj, not full-grown
ungewunelic,adj," unusual, abnormal"
ungewæpnod,adj, unarmed
ungleaw,adj," unwise, without understanding, ignorant, unskilled"
ungleawnes,n," want of understanding, unskillfulness, foolishness"
ungleawscipe,n, lack of understanding; foolishness
ungod,adj," not good, bad"
ungripendlic,adj, irreprehensible
ungyrdan,v," to ungird, take or strip off a girdle, take off what is girded"
unhal,adj," in bad health, sick, weak, ill, infirm, unhealthy, unsound"
unhalig,adj," unholy, profane"
unhlisa,n, infamy
unlar,n, evil teaching
unligne,adj, undeniable
unlyft,n, malaria
unlæd,adj, poor; miserable; unhappy; unfortunate
unmann,n," brute, thug"
unmennisclic,adj," inhumane, inhuman"
unmihtig,adj," not mighty; unmighty, weak, impotent, of little power or means"
unmihtlic,adj, impossible
unmiltsiendlic,adj," unforgivable, unpardonable"
unnan,v, to grant or bestow (+ dat (person) + gen (thing))
unnytlic,adj, useless
unnytwierþe,adj, useless
unoferswiþendlic,adj, invincible
unriht,adj," not right, wrong"
unrihthæmed,n," illicit sex, unlawful intercourse, rape, sexual perversion, fornication, adultery"
unrihtwis,adj," unjust, unfair"
unrihtwisnes,n," injustice, unfairness"
unripe,adj, unripe
unsawen,adj, unsown; not sown
unscyld,n, innocence
unscyldig,adj, innocent
unseald,adj, ungiven
unsoþian,v," to disprove, prove false"
unstaþolfæst,adj," unsettled, not stationary"
unstaþolfæstnes,n," instability, inconstancy, unsettledness"
unswefn,n, bad dream
unsyferlic,adj," impure, unclean"
unsyferness,n," impurity, uncleanliness"
unsyfre,adj," impure, unclean, foul"
unsælig,adj," unhappy, unblessed, miserable as being evil"
untiegan,vt," to untie, unbind, loose"
untime,adj, untimely
untwifeald,adj," not double, honest, sincere, pure, simple; onefold"
unwealt,adj," steady, stable"
unweder,n," bad weather, storm"
unwemme,adj," spotless, without blemish, without defect, uninjured"
unwemming,n," uncorruptedness, immortality"
unweorþlic,adj," of little worth, value, or importance, humble"
unwindan,v," to unwind, unwrap what is wrapped up"
unwis,adj," unwise, foolish, stupid, dumb"
unwitod,adj, uncertain
unwittig,adj, without understanding or wit
unwiþmetendlic,adj, incomparable
unwæstmbære,adj," barren, sterile, unproductive"
unwæterig,adj," unwatery, without water, dry"
unþanc,n," ill-will, anger, displeasure, an unpleasing act, an offense or annoyance"
unþeaw,n," bad habit, vice"
upbregdan,v," to reproach, upbraid"
upcuman,v," to come up, arise"
upcund,adj, supernal; celestial
upeard,n, dwelling on high
upengel,n, a heavenly angel
upfæreld,n," journey up, ascension"
upgan,v," to go up, raise"
upgang,n," a rise, ascent"
upriht,adj," upright, erect"
uprodor,n," firmament, upper heavens, ether, sky"
ur,n, aurochs
utdragan,v, to remove; draw out
utera,adj," outer, exterior"
utfus,adj," eager to leave, ready to depart"
utfæreld,n, a going out
utgan,v, to go out
utgang,n, exit (a way out or a departure)
utgefeoht,n, foreign war
utlaga,n, an outlaw; fugitive
utlenda,n, a non-native; foreigner; stranger
utlendisc,adj, outlandish; foreign; strange
utlædan,v," to lead out, bring out"
utlæs,n, pasture away from a house
uton,v, first person plural imperative indicator
utscyte,n," an outfall, outlet"
uþmæte,adj," immense, very great, huge"
uþwita,n, philosopher
uþwitegung,n, philosophy
uþwitian,v, to philosophize or study philosophy
uþwitlic,adj, philosophical
wa,n, woe
wac,adj, pliant
wacan,v," to awake, arise, originate, to be born"
wacian,v, to be/stay awake
wacnes,n, weakness
wacol,adj," watchful, vigilant"
wacor,adj," watchful, vigilant; awake"
wacu,n," wake, watch"
wacung,n, vigilance
wad,n, woad
wadan,v," to go, to advance, to travel"
wafian,v, to wave
wag,n, wall (of a building or a house)
wagian,v, to sway
wagrift,n, curtain
wagþyrel,n, a doorway or an entrance to a room
wamb,n," belly, stomach"
wambadl,n, stomach ache
wancol,adj," unstable, unsteady, uncertain, fickle, fluctuating, tottering, vacillating, weak"
wand,n, mole (animal)
wandeweorpe,n, mole (mammal of the Talpidae family)
wandian,v," to hesitate, delay, flinch"
wandrian,v, to wander
wang,n," plain, field, ground"
wange,n," cheek, jaw"
wangtoþ,n, molar [tooth]
wanian,v," to complain, bewail, lament, bemoan"
wann,adj, dark
wansceaft,n," misery, misfortune"
wansælig,adj, unhappy
warian,v, to beware
waroþ,n, shore
waru,n," care, watch, observation"
wascan,v, to wash
wase,n, soft mud; mire
wasend,n, the throat or gullet
waþ,n, wandering
wea,n," misfortune, evil, harm, trouble"
wealcan,v, to move around
wealcian,vt," to roll up, curl, twist"
wealcol,adj, mobile
weald,n, forest
wealda,n," ruler, God"
wealdan,v," to rule, manage, control, wield"
wealdend,n," controller, master"
wealh,n, foreigner
wealhhafoc,n, gyrfalcon
wealhhnutu,n, walnut
wealhstod,n," translator, interpreter"
weall,n, wall
weallan,v, to well
weallian,v," to wander, roam"
weard,n," guardian, watchman"
weardian,v," to guard, protect"
wearg,n," criminal, reprobate, felon"
weargcweþan,v, to curse
wearm,adj, warm
wearn,n," reluctance, resistance"
wearnian,vi," to be aware, take care"
wearp,n, warp
wearr,n, callus
wearriht,adj, calloused
wearte,n, wart
weatacen,n, token of woe
weax,n, wax
weaxan,v, to grow
weaxcandel,n, wax candle
webb,n, web
webbestre,n, (female) weaver
weccan,v, to wake
wecg,n, wedge
wecgan,v," to move, agitate, drive hither and thither"
wedd,n," pledge, contract"
weddian,v," to pledge, to promise"
weddung,n," betrothal, espousal"
weder,n, weather
wedertacen,n, sign of good weather
wedlac,n, pledge
wefan,v, to weave
weg,n, path; road; way
wegan,v," to carry, bear"
wela,n, wealth
weler,n, lip
well,n, well
welwillende,adj, benevolent
welwillendnes,n, benevolence
weman,v," to sound, be heard; announce"
wemman,v," to spot, mar, spoil, disfigure"
wemmend,n," a fornicator, adulterer"
wemming,n," pollution, defilement"
wen,n," hope, belief"
wenan,v, to think (be of a certain opinion)
wendan,vt, to turn or change position
wenian,vt, to accustom
wenn,n, wen (cyst on the skin)
weod,n, a weed
weodian,v, to weed
weodmonaþ,n, August
weofod,n, altar
weoh,n," idol, image"
weorc,n, work
weorcmann,n," workman, labourer"
weorcræden,n," work, labor"
weorcsum,adj," painful, grievous"
weorold,n, world
weoroldræden,n, the way of the world
weorpan,v," to throw, cast, fling"
weorþ,adj," worth, deserving"
weorþan,v, to become
weorþian,v, to honour
weorþleas,adj," worthless, of no worth or value"
weorþlic,adj," of worth or value, valuable"
weorþmynd,n, worldly honour; glory
weorþscipe,n, the state of being worthy; worthiness
weorþung,n," an evaluation, an appreciation"
wepan,v, to weep
wer,n, man
werian,v, to wear
werig,adj," weary, tired, exhausted, fatigued"
werleas,adj, without a husband
werlic,adj, male
werod,n," troop, company, army"
werwulf,n, werewolf
wesan,v," to be, exist"
wese,adj, moist
wesend,n," aurochs, bison, buffalo, wild ox"
westan,v," to ravage, spoil"
weste,adj," desolate, waste, barren, deserted; uninhabited, empty"
westen,n," wasteland, desert, wilderness"
westerne,adj, western
weþe,adj," mild, pleasant"
weþer,n, wether
wic,n," settlement, village, dwelling"
wicca,n," wizard, sorcerer, magician, druid, necromancer"
wiccan,n, plural of wiċċa
wicce,n," witch, sorceress"
wiccecræft,n," the practice of witches, witchcraft, necromancy"
wiccedom,n," witchcraft, sorcery, magic"
wiccung,n," witching, witchcraft"
wice,n, week
wiceard,n, dwelling-place
wicg,n," horse, steed"
wicga,n, insect
wicing,n, Viking
wid,adj," wide, far"
widsiþ,n, long journey
widuwe,n, widow
wieldan,v, to control
wielisc,adj," foreign, not English; specifically, Celtic, British, Welsh"
wielm,n, that which wells (up) or seethes; surge; fount; spring
wieltan,vt, to roll
wielwan,vt, to roll
wierdan,v," to hurt, injure"
wiergen,n, she-wolf
wiergþu,n, curse
wiernan,v," to refuse, deny"
wif,n, woman
wifer,n," missile, arrow, javelin, dart"
wifgemana,n, sexual intercourse with a woman
wifian,v," to take as wife, to marry (a woman)"
wifleas,adj," without a wife; wifeless, unmarried"
wiflic,adj," female, feminine"
wifmann,n, woman
wifmenn,n, plural of wīfmann
wig,n," war, battle"
wiga,n," warrior, fighter"
wigan,v," to fight, make war, do battle"
wigbære,adj," warlike, martial, eager for war or battle"
wigle,n, divination
wiglere,n," diviner, augur, sorcerer, soothsayer"
wiglian,v," to divine, foretell"
wiglung,n," divination, sorcery, augury"
wigsmiþ,n," warrior, hero"
wigweorþung,n," idolatry, idol-worship"
wiht,n," creature, person, thing, being"
wil,n," wile, trick or device"
wilcuma,n, welcome
wilddeor,n, wild animal
wilddeorlic,adj," like a wild animal; brutish, brutal, bestial, animalistic"
wilde,adj," wild, savage"
wildor,n, a wild beast
wilgesiþ,n, dear companion
wilgesiþas,n, plural of wilġesīþ
willa,n," desire, inclination, will"
willan,v, to want
willian,v, to will
wilnian,v," to ask for, desire"
wilweorþung,n, well worship (the worship of a well or fountain that is characterized by tying cloth to trees near them)
wimpel,n," a veil, an article of women's dress; a covering for the neck, a cloak, a hood"
win,n, wine
winberige,n, grape
wincel,n, nook; corner
wincian,v, to close the eyes; blink
wind,n, wind
windan,v," to circle, curl, spiral, eddy"
windbære,adj, windy
windig,adj, windy
windruncen,adj," wine drunk, drunk on wine"
windscofl,n, fan
wine,n," friend, lord, protector"
wineard,n, vineyard
winemæg,n, kinsman
winestra,adj, left (direction)
wingeard,n, vineyard
winhate,n, feast
winnan,v," to struggle, suffer, contend"
winstre,adj, left (opposite right)
winter,n, winter
winterbiter,adj, bitter with winter
winterburna,n, a stream that is full in winter
winterceald,adj, wintry-cold
wintercearig,adj, sad from old age or winter's gloom
winterdun,n, down or hill for winter-pasture
winterdæg,n, winter-day
winterfeorm,n, Christmas feast
winterfylleþ,n, October
wintergegang,n," destiny, fate"
wintergerim,n, reckoning by years
wintergetæl,n, number of years
wintergeweorp,n, wintry storm
wintergewæde,n, winter garment; wintry weed
winterhus,n, winterhouse
winterlic,adj, winter
winterlæcan,v, to draw near to winter
winterrim,n, number of years
winterscur,n, winter shower
winterselde,n, winter house
winterset,n, somewhere to stop in for winter
wintersetl,n, somewhere to stop in for winter
wintersufel,n, food (aside from bread) for winter
wintertid,n, wintertime
winterwylle,n, spring that can be used in winter
wintreow,n, vine
wintrig,adj, wintry
wipian,v, to wipe
wir,n, wire
wis,adj, wise
wisa,n," leader, chief"
wisdom,n, wisdom
wise,n," way, manner"
wisian,v," to show the way, guide, point out"
wisnes,n," teaching, wisdom"
wist,n," being, existence"
wita,n," wise man, adviser, counsellor"
witan,v," to know, be aware of"
wite,n," punishment, torment"
witegestre,n, prophetess
witleas,adj, senseless; witless
witleast,n," senselessness, witlessness, folly"
